,Name,Platform,Year,Lumino+E1,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4705,Fortune Street,Wii,2011,Trivia/Board Game,Nintendo,0.27,0.04,0.17,0.02,0.5
4706,Forza Horizon,X360,2012,Racing,Microsoft Game Studios,0.82,0.98,0.04,0.18,2.02
4707,Forza Horizon 2,XOne,2014,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.09,1.37
4708,Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,0.35,0.43,0,0.07,0.85
4709,Forza Horizon 3,XOne,2016,Racing,Microsoft Game Studios,0.15,0.2,0,0.03,0.38
4710,Forza Motorsport,XB,2005,Racing,Microsoft Game Studios,0.52,0.51,0,0.02,1.05
4711,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
4712,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51
4713,Forza Motorsport 3: Ultimate Edition,X360,2010,Racing,Microsoft Game Studios,0,0.04,0,0.01,0.05
4714,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64
4715,Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,1.21,0.78,0.01,0.17,2.18
4716,Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,0.69,0.89,0.03,0.14,1.74
4717,Fossil Fighters,DS,2008,Role-Playing,Nintendo,0.84,0,0.3,0.06,0.12
4719,Fossil Fighters: Champions,DS,2010,Role-Playing,Nintendo,0.32,0,0.34,0.02,0.68
4720,Fossil Fighters: Frontier,3DS,2014,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.35
4721,Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,0.06,0,0,0,0.06
4722,Foto Frenzy: Spot The Diffrence,DS,2009,Puzzle,Storm City Games,0.29,0,0,0.02,0.31
4723,Foto Showdown,DS,2010,Role-Playing,Unknown,0.03,0,0,0,0.03
4724,Fox Sports College Hoops '99,N64,1998,Sports,Fox Interactive,0.2,0.05,0,0,0.25
4725,Fox Sports Golf '99,PS,1997,Sports,Gremlin Interactive Ltd,0.08,0.05,0,0.01,0.14
4726,FoxKids.com Micro Maniacs Racing,PS,2000,Racing,Codemasters,0.06,0.04,0,0.01,0.11
4727,Fracture,X360,2008,Shooter,LucasArts,0.15,0.14,0,0.04,0.33
4728,Fracture,PS3,2008,Shooter,LucasArts,0.11,0.04,0,0.02,0.17
4729,Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,Role-Playing,Rising Star Games,0.17,0.12,0.06,0.03,0.38
4730,Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
4731,Frankenstein's Monster,2600,1982,Action,Data Age,0.3,0.02,0,0,0.32
4732,Franklin the Turtle,GBA,2005,Educational,Game Factory,0.02,0.01,0,0,0.03
4733,Franklin: A Birthday Surprise,PS2,2006,Educational,Game Factory,0.01,0.01,0,0,0.02
4734,Franklin's Great Adventures,DS,2006,Action,Game Factory,0.02,0,0,0,0.02
4735,Frantix,PSP,2005,Puzzle,Ubisoft,0.08,0,0,0.01,0.08
4736,Freaky Flyers,PS2,2003,Racing,Midway Games,0.05,0.04,0,0.01,0.1
4737,Freaky Flyers,XB,2003,Racing,Midway Games,0.02,0.01,0,0,0.03
4738,Freaky Flyers,GC,2003,Racing,Midway Games,0.01,0,0,0,0.01
4739,Freddi Fish: ABC under the sea,DS,2008,Educational,Atari,0.13,0,0,0.01,0.13
4740,Freddi Fish: Kelp Seed Mystery,Wii,2008,Adventure,Majesco Entertainment,0.06,0,0,0,0.07
4741,Free Running,Wii,2009,Sports,Reef Entertainment,0.02,0.02,0,0,0.04
4742,Freedom Fighters,PS2,2003,Shooter,Electronic Arts,0.25,0.2,0,0.07,0.52
4743,Freedom Fighters,XB,2003,Shooter,Electronic Arts,0.17,0.05,0,0.01,0.23
4744,Freedom Fighters,GC,2003,Shooter,Electronic Arts,0.1,0.03,0,0,0.13
4745,Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,0.22,0.14,0.32,0.1,0.77
4746,Freedom Wings,DS,2006,Simulation,Natsume,0.02,0,0,0,0.02
4747,Freekstyle,GBA,2003,Racing,Zoo Digital Publishing,0.01,0,0,0,0.01
4748,Freekstyle,PS2,2002,Racing,Electronic Arts,0.52,0.41,0,0.14,1.06
4749,Freekstyle,GC,2002,Racing,Electronic Arts,0.07,0.02,0,0,0.09
4750,Freelancer,PC,2003,Simulation,Microsoft Game Studios,0.02,0.02,0,0.01,0.05
4751,Freestyle Metal X,PS2,2003,Racing,Midway Games,0.04,0.03,0,0.01,0.09
4752,Freestyle Metal X,XB,2003,Racing,Midway Games,0.02,0,0,0,0.02
4753,Freestyle Metal X,GC,2003,Racing,Midway Games,0.01,0,0,0,0.02
4754,Freeway,2600,1980,Action,Activision,0.32,0.02,0,0,0.34
4755,Frequency,PS2,2001,Rhythm/Music,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
4756,Fresh PreCure! Asobi Collection,DS,2009,Action,Namco Bandai Games,0,0,0.09,0,0.09
4757,Freshly-Picked: Tingle's Rosy Rupeeland,DS,2006,Role-Playing,Nintendo,0,0.01,0.24,0,0.25
4758,Friend Collection (Tomodachi Collection),DS,2009,Simulation,Nintendo,0,0,3.67,0,3.67
4759,Friends: The One with All the Trivia,PS2,2005,Trivia/Board Game,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01,0.06
4760,Frisbee Disc Freestyle / Frisbee Disc Golf,DS,2007,Sports,DSI Games,0.02,0,0,0,0.02
4761,Fritz Chess,PS3,2009,Strategy,Deep Silver,0,0.03,0,0.01,0.04
4762,Fritz Chess,Wii,2009,Strategy,Deep Silver,0.02,0.01,0,0,0.02
4763,Fritz Chess,DS,2009,Strategy,Deep Silver,0.02,0,0,0,0.02
4764,Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0,0.11,4.16
4765,Frogger,2600,1981,Action,Parker Bros.,2.06,0.12,0,0.02,2.2
4766,Frogger 2: Swampy's Revenge,PS,1999,Action,Hasbro Interactive,0.8,0.54,0,0.09,1.43
4767,Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,0.16,0.03,0,0.01,0.2
4768,Frogger Advance: The Great Quest,GBA,2002,Action,Konami Digital Entertainment,0.05,0.02,0,0,0.07
4769,Frogger Beyond,GC,2002,Platform,Konami Digital Entertainment,0.1,0.03,0,0,0.13
4770,Frogger Beyond,XB,2002,Platform,Konami Digital Entertainment,0.06,0.02,0,0,0.08
4771,Frogger 2: Threeedeep!,2600,1983,Action,Parker Bros.,0.31,0.02,0,0,0.33
4772,Frogger: Ancient Shadow,PS2,2005,Platform,Konami Digital Entertainment,0.05,0.04,0,0.01,0.1
4773,Frogger: Ancient Shadow,GC,2005,Platform,Konami Digital Entertainment,0.04,0.01,0,0,0.05
4774,Frogger: Ancient Shadow,XB,2005,Platform,Konami Digital Entertainment,0.02,0.01,0,0,0.03
4775,Frogger: Helmet Chaos,PSP,2005,Platform,Konami Digital Entertainment,0.1,0,0,0.01,0.11
4776,Frogger: Helmet Chaos,DS,2005,Platform,Konami Digital Entertainment,0.06,0,0,0,0.06
4777,Frogger: The Great Quest,PS2,2001,Platform,Konami Digital Entertainment,0.6,0.47,0,0.16,1.23
4778,Frogger's Adventures 2: The Lost Wand,GBA,2002,Adventure,Konami Digital Entertainment,0.14,0.05,0,0,0.19
4779,Frogger's Adventures: Temple of the Frog,GBA,2001,Adventure,Konami Digital Entertainment,2.15,0.18,0,0.07,2.39
4780,Frogger's Adventures: The Rescue,PS2,2003,Platform,Konami Digital Entertainment,0.16,0.12,0,0.04,0.32
4781,Frogger's Adventures: The Rescue,GC,2003,Platform,Konami Digital Entertainment,0.12,0.03,0,0,0.15
4782,Frogger's Journey: The Forgotten Relic,GBA,2003,Action,Konami Digital Entertainment,0.18,0.07,0,0,0.26
4783,Frogs And Flies,2600,1981,Action,Mattel Interactive,0.33,0.02,0,0,0.36
4784,From Russia With Love,PSP,2006,Action,Electronic Arts,0.07,0.01,0,0.01,0.08
4785,From Russia With Love,PS2,2005,Action,Electronic Arts,0.34,0.01,0,0.06,0.41
4786,From Russia With Love,GC,2005,Action,Electronic Arts,0.17,0.04,0,0.01,0.22
4787,From Russia With Love,XB,2005,Action,Electronic Arts,0.15,0.04,0,0.01,0.2
4788,From The Abyss,DS,2008,Role-Playing,Nobilis,0.06,0,0,0,0.06
4789,From TV Animation One Piece: Grand Battle 2,PS,2002,Fighting,Namco Bandai Games,0,0,0.56,0.04,0.6
4790,From TV Animation One Piece: Grand Battle! 3,PS2,2003,Fighting,Namco Bandai Games,0,0,0.32,0,0.32
4791,From TV Animation One Piece: Grand Battle! 3,GC,2003,Fighting,Namco Bandai Games,0,0,0.2,0.01,0.2
4792,From TV Animation One Piece: Tobidase Kaizokudan!,PS,2001,Role-Playing,Namco Bandai Games,0,0,0.32,0.02,0.35
4793,From TV Animation One Piece: Treasure Battle!,GC,2002,Fighting,Namco Bandai Games,0,0,0.28,0.01,0.29
4794,From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,GB,2001,Role-Playing,Banpresto,0,0,0.39,0,0.39
4795,Front Line,2600,1981,Action,Taito,0.22,0.01,0,0,0.24
4796,Front Mission,DS,2007,Strategy,Square Enix,0.01,0,0.03,0,0.04
4797,Front Mission,SNES,1995,Strategy,SquareSoft,0,0,0.6,0,0.6
4798,Front Mission 2,PS,1997,Strategy,SquareSoft,0,0,0.49,0.03,0.53
4799,Front Mission 2089: Border of Madness,DS,2008,Strategy,Square Enix,0,0,0.05,0,0.05
4800,Front Mission 3,PS,1999,Strategy,SquareSoft,0.1,0.07,0.31,0.03,0.52
4801,Front Mission 4,PS2,2003,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54
4802,Front Mission 5: Scars of the War,PS2,2005,Strategy,Square Enix,0,0,0.21,0,0.21
4803,Front Mission Alternative,PS,1997,Strategy,SquareSoft,0,0,0.13,0.01,0.14
4804,Front Mission Evolved,PS3,2010,Shooter,Square Enix,0.09,0.07,0.11,0.03,0.29
4805,Front Mission Evolved,X360,2010,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2
4806,Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0,0,0,0.05
4807,Front Mission: Gun Hazard,SNES,1996,Role-Playing,SquareSoft,0,0,0.24,0,0.24
4808,Frontier Gate,PSP,2011,Role-Playing,Konami Digital Entertainment,0,0,0.11,0,0.11
4809,Frontlines: Fuel of War,X360,2008,Shooter,THQ,0.34,0.15,0.01,0.05,0.56
4810,Frontlines: Fuel of War,PC,2008,Shooter,THQ,0,0.02,0,0,0.02
4811,Frostbite,2600,1983,Action,Activision,0.32,0.02,0,0,0.34
4812,Frozen: Olaf's Quest,DS,2013,Platform,Disney Interactive Studios,0.28,0.35,0,0.06,0.69
4813,Frozen: Olaf's Quest,3DS,2013,Platform,Disney Interactive Studios,0.27,0.26,0,0.05,0.58
4814,Fuel,X360,2009,Racing,Codemasters,0.09,0.19,0,0.04,0.31
4815,Fuel,PS3,2009,Racing,Codemasters,0.08,0.12,0,0.05,0.25
4816,Fuel,PC,2009,Racing,Codemasters,0,0.02,0,0,0.02
4817,Fugitive Hunter: War on Terror,PS2,2003,Shooter,Play It,0.07,0.06,0,0.02,0.15
4818,Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,3DS,2014,Action,Namco Bandai Games,0,0,0.01,0,0.01
4819,Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0,0.02,0.22
4820,Full Auto 2: Battlelines,PSP,2007,Racing,Sega,0,0.01,0,0,0.01
4821,Full Auto 2: Battlelines,PS3,2006,Racing,Sega,0.14,0.02,0,0.02,0.18
4822,Full House Kiss 2,PS2,2006,Adventure,Capcom,0,0,0.02,0,0.02
4823,Full Spectrum Warrior,PS2,2005,Strategy,THQ,0.15,0.11,0,0.04,0.3
4824,Full Spectrum Warrior,XB,2004,Strategy,THQ,0.54,0.16,0,0.03,0.73
4825,Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,THQ,0.03,0.02,0,0.01,0.07
4826,Full Spectrum Warrior: Ten Hammers,XB,2006,Strategy,THQ,0.03,0.01,0,0,0.05
4827,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004,Role-Playing,Square Enix,0.13,0.1,0,0.03,0.27
4828,Fullmetal Alchemist and the Broken Angel,PS2,2003,Role-Playing,Square Enix,0.15,0.12,0.26,0.04,0.56
4829,Fullmetal Alchemist: Brotherhood,PSP,2009,Action,Namco Bandai Games,0,0,0.03,0,0.03
4830,Fullmetal Alchemist: Dual Sympathy,DS,2005,Role-Playing,Empire Interactive,0.05,0,0.04,0,0.09
4831,Fullmetal Alchemist: Prince of the Dawn,Wii,2009,Adventure,Square Enix,0,0,0.01,0,0.01
4832,Fullmetal Alchemist: Trading Card Game,DS,2007,Card Game/Casino,Destineer,0.01,0,0,0,0.01
4833,FunkMaster Flex's Digital Hitz Factory,PS2,2003,Rhythm/Music,Jester Interactive,0.02,0.01,0,0,0.04
4834,Funky Barn,3DS,2012,Simulation,Ubisoft,0.07,0.03,0,0.01,0.11
4835,Fur Fighters: Viggo's Revenge,PS2,2001,Action,Acclaim Entertainment,0.07,0.05,0,0.02,0.14
4836,Furious Karting,XB,2003,Racing,Atari,0.01,0,0,0,0.01
4837,Furu Furu Park,Wii,2007,Party/Minigames,Taito,0.05,0,0,0,0.05
4838,Fuse (Insomniac),X360,2013,Shooter,Electronic Arts,0.08,0.04,0,0.01,0.13
4839,Fuse (Insomniac),PS3,2013,Shooter,Electronic Arts,0.06,0.04,0,0.02,0.12
4840,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,2000,Role-Playing,ChunSoft,0,0,0.32,0.05,0.37
4841,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010,Role-Playing,Spike,0,0,0.05,0,0.05
4842,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010,Role-Playing,ChunSoft,0,0,0.04,0,0.04
4843,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996,Role-Playing,ChunSoft,0,0,0.27,0,0.27
4844,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008,Trivia/Board Game,Benesse,0,0,0.05,0,0.05
4845,Futurama,PS2,2003,Platform,SCi,0.04,0.03,0,0.01,0.07
4846,Futurama,XB,2003,Platform,SCi,0.03,0.01,0,0,0.05
4847,Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015,Action,FuRyu,0,0,0.07,0,0.07
4848,Future Cop L.A.P.D.,PS,1997,Simulation,Electronic Arts,0.16,0.11,0,0.02,0.3
4849,Future Tactics: The Uprising,PS2,2004,Strategy,Crave Entertainment,0.03,0.03,0,0.01,0.07
4850,Future Tactics: The Uprising,XB,2004,Strategy,JoWood Productions,0.02,0.01,0,0,0.03
4851,Future Tactics: The Uprising,GC,2004,Strategy,JoWood Productions,0.02,0,0,0,0.02
4852,futureU: The Prep Game for SAT,DS,2008,Educational,Aspyr,0.07,0,0,0.01,0.08
4853,Fuun Shinsengumi Bakumatsuden Portable,PSP,2009,Action,From Software,0.01,0,0,0,0.01
4854,Fuuraiki 3,PSV,2015,Action,Unknown,0,0,0.01,0,0.01
4855,Fuzion Frenzy,XB,2001,Party/Minigames,Microsoft Game Studios,0.93,0.24,0,0.04,1.21
4856,Fuzion Frenzy 2,X360,2007,Party/Minigames,Microsoft Game Studios,0.14,0.01,0,0.01,0.17
4857,F-Zero,SNES,1990,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85
4858,F-Zero GX,GC,2003,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65
4859,F-Zero X,N64,1998,Racing,Nintendo,0.45,0.33,0.29,0.03,1.1
4860,F-Zero: GP Legend,GBA,2003,Racing,Nintendo,0.11,0.04,0,0,0.16
4861,F-Zero: Maximum Velocity,GBA,2001,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04
4862,G Darius,PS,1997,Shooter,THQ,0.04,0.03,0,0,0.07
4863,G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,0.17,0.05,0,0.02,0.24
4864,G.I. Joe: The Rise of Cobra,Wii,2009,Action,Electronic Arts,0.17,0.03,0,0.02,0.22
4865,G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,0.11,0.07,0,0.03,0.21
4866,G.I. Joe: The Rise of Cobra,PS2,2009,Action,Electronic Arts,0.11,0,0,0.03,0.14
4867,G.I. Joe: The Rise of Cobra,PSP,2009,Action,Electronic Arts,0.11,0.02,0,0.02,0.14
4868,G.I. Joe: The Rise of Cobra,DS,2009,Action,Electronic Arts,0.11,0.01,0,0.01,0.14
4869,G1 Grand Prix,3DS,2012,Action,Genki,0,0,0.05,0,0.05
4870,G1 Jockey 2,PS2,2000,Sports,Tecmo Koei,0,0,0.06,0,0.06
4871,G1 Jockey 3,PS2,2002,Sports,THQ,0.02,0.01,0.07,0,0.1
4872,G1 Jockey 4 2007,PS2,2007,Sports,Tecmo Koei,0,0,0.01,0,0.01
4873,G1 Jockey 4 2008,PS3,2008,Sports,Tecmo Koei,0,0.01,0,0,0.01
4874,G1 Jockey Wii,Wii,2007,Sports,Tecmo Koei,0,0.01,0.02,0,0.02
4875,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010,Adventure,Russel,0,0,0.02,0,0.02
4876,Gabrielle's Ghostly Groove 3D,3DS,2011,Adventure,Funbox Media,0.08,0.02,0,0.01,0.11
4877,Gacharoku,PS2,2002,Trivia/Board Game,Sony Computer Entertainment,0,0,0.03,0,0.03
4878,GachiTora! Abarenbou Kyoushi in High School,PSP,2011,Action,Spike,0,0,0.05,0,0.05
4879,Gadget Racers,PS2,2000,Racing,Midas Interactive Entertainment,0.04,0.03,0,0.01,0.08
4880,Gadget Racers (PAL),PS2,2002,Racing,Zoo Digital Publishing,0,0,0.02,0,0.02
4881,Gaia Saver Hero Saidai no Sakusen,SNES,1994,Role-Playing,Banpresto,0,0,0.03,0,0.03
4882,Gaist Crusher,3DS,2013,Action,Capcom,0,0,0.05,0,0.05
4883,Gaist Crusher God,3DS,2014,Action,Capcom,0,0,0.02,0,0.02
4884,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007,Educational,Gakken,0,0,0.02,0,0.02
4885,Gaku ? Ou: The Royal Seven Stars,PSP,2012,Role-Playing,Alchemist,0,0,0.02,0,0.02
4886,Gakuen Alice: WakuWaku * Happy Friends,DS,2007,Adventure,Kids Station,0,0,0.03,0,0.03
4887,Gakuen Hetalia,DS,2012,Adventure,Idea Factory,0,0,0.01,0,0.01
4888,Gakuen Hetalia Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04
4889,Gakuen K: Wonderful School Days,PSP,2014,Adventure,Idea Factory,0,0,0.02,0,0.02
4890,Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0,0,0.03,0,0.03
4891,Gal Gun,PS3,2012,Shooter,Alchemist,0,0,0.02,0,0.02
4892,Gal Gun: Double Peace,PSV,2015,Action,PQube,0,0.02,0.01,0,0.03
4893,Gal*Gun,X360,2011,Shooter,Alchemist,0,0,0.04,0,0.04
4894,Galactic Attack,SAT,1994,Shooter,Acclaim Entertainment,0,0,0.25,0,0.25
4895,Galactic Taz Ball,DS,2010,Platform,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.09
4896,Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22
4897,Galaga: Destination Earth,PS,2000,Shooter,Hasbro Interactive,0.13,0.09,0,0.02,0.24
4898,Galaxian,2600,1982,Shooter,Atari,0.72,0.05,0,0.01,0.77
4899,Galaxy Angel 2: Eigou Kaiki no Koku,PS2,2009,Strategy,Broccoli,0,0,0.02,0,0.02
4900,Galaxy Angel 2: Mugen Kairou no Kagi,PS2,2007,Strategy,Broccoli,0,0,0.03,0,0.03
4901,Galaxy Angel 2: Zettairyouiki no Tobira,PS2,2006,Strategy,Broccoli,0,0,0.03,0,0.03
4902,Galaxy Fight,SAT,1994,Fighting,Sunsoft,0,0,0.04,0,0.04
4903,Galaxy Racers,DS,2010,Racing,Ubisoft,0.04,0,0,0,0.05
4904,Gale Racer,SAT,1994,Racing,Sega,0,0,0.07,0,0.07
4905,Galerians,PS,1999,Adventure,Crave Entertainment,0.08,0.06,0,0.01,0.15
4906,Galerians: Ash,PS2,2002,Adventure,Sammy Corporation,0.03,0.03,0,0.01,0.07
4907,Galidor: Defenders of the Outer Dimension,GBA,2002,Action,Electronic Arts,0.09,0.03,0,0,0.12
4908,Galileo,DS,2008,Adventure,D3Publisher,0,0,0.03,0,0.03
4909,Galleon: Islands of Mystery,XB,2004,Action,SCi,0.02,0.01,0,0,0.03
4910,Gallop & Ride!,Wii,2008,Sports,THQ,0.14,0,0,0.01,0.15
4911,Gallop Racer,PS,1999,Sports,Tecmo Koei,0,0,0.18,0.01,0.19
4912,Gallop Racer (JP),PS,1996,Sports,Tecmo Koei,0.04,0.03,0.16,0.02,0.24
4913,Gallop Racer 2: One and Only Road to Victory,PS,1997,Sports,Tecmo Koei,0,0,0.25,0.02,0.27
4914,Gallop Racer 2000,PS,2000,Sports,Tecmo Koei,0,0,0.11,0.01,0.12
4915,Gallop Racer 2001,PS2,2001,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17
4916,Gallop Racer 2003: A New Breed,PS2,2002,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21
4917,Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0,0.01,0.06
4918,Gallop Racer 2006,PS2,2005,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1
4919,Gallop Racer Inbreed,PS2,2006,Sports,Tecmo Koei,0,0,0.02,0,0.02
4920,Gambler Densetsu Tetsuya,PS2,2001,Adventure,Athena,0,0,0.07,0,0.07
4921,Game & Wario,WiiU,2013,Party/Minigames,Nintendo,0.06,0.06,0.11,0.01,0.24
4922,Game & Watch Gallery,GB,1997,Compilation,Nintendo,0.63,0.25,0.09,0.03,1
4923,Game & Watch Gallery 2,GB,1997,Compilation,Nintendo,0.76,0.3,0.12,0.04,1.22
4924,Game & Watch Gallery 3,GB,1999,Compilation,Nintendo,0.79,0.31,0.08,0.04,1.22
4925,Game & Watch Gallery 4,GBA,2002,Compilation,Nintendo,0.43,0.16,0,0.01,0.61
4926,Game Book DS: Sword World 2.0,DS,2009,Role-Playing,Broccoli,0,0,0.01,0,0.01
4927,Game Center CX: 3-Choume no Arino,3DS,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06
4928,Game Center CX: Arino no Chousenjou 2,DS,2009,Action,Namco Bandai Games,0,0,0.07,0,0.07
4929,Game de Hakken!! Tamagotchi 2,GB,1997,Simulation,Namco Bandai Games,0,0,1.44,0.01,1.45
4930,Game Hits!,DS,2010,Compilation,Foreign Media Games,0.07,0.01,0,0.01,0.09
4931,Game no Kanzume Vol 1,SCD,1994,Compilation,Sega,0,0,0.04,0,0.05
4932,Game no Kanzume Vol 2,SCD,1994,Compilation,Sega,0,0,0.05,0,0.05
4933,Game of Thrones,X360,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0,0.02,0.26
4934,Game of Thrones,PS3,2012,Role-Playing,Focus Home Interactive,0.1,0.11,0,0.04,0.25
4935,Game of Thrones,PC,2012,Role-Playing,Focus Home Interactive,0,0.07,0,0.01,0.08
4936,Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,0.02,0.03,0,0.01,0.06
4937,Game of Thrones (Telltale),PS4,2015,Adventure,Telltale Games,0.04,0,0,0.01,0.05
4938,Game of Thrones (Telltale),X360,2015,Adventure,Telltale Games,0.02,0.01,0,0,0.03
4939,Game of Thrones (Telltale),XOne,2015,Adventure,Telltale Games,0.03,0,0,0,0.03
4940,Game Party,Wii,2007,Party/Minigames,Midway Games,1.5,0.78,0,0.24,2.52
4941,Game Party 2,Wii,2008,Party/Minigames,Midway Games,1.3,0.44,0,0.17,1.91
4942,Game Party 3,Wii,2009,Party/Minigames,Warner Bros. Interactive Entertainment,1.43,0.16,0,0.12,1.71
4943,Game Party in Motion,X360,2010,Party/Minigames,Warner Bros. Interactive Entertainment,0.36,0.18,0,0.05,0.59
4944,Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.14
4945,Gameboy Gallery,GB,1995,Compilation,Nintendo,0,0,0.3,0,0.3
4946,GameBoy Wars,GB,1991,Strategy,Nintendo,0,0,0.18,0,0.18
4947,Games Around the World,DS,2010,Party/Minigames,Zoo Games,0.01,0,0,0,0.01
4948,Games Explosion!,GBA,2006,Action,THQ,0.01,0,0,0,0.02
4949,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,SNES,1993,Platform,Konami Digital Entertainment,0,0,0.31,0,0.31
4950,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994,Platform,Konami Digital Entertainment,0,0,0.36,0,0.36
4951,Ganbare Goemon! Karakuri Douchuu,NES,1986,Platform,Konami Digital Entertainment,0,0,1.2,0,1.2
4952,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995,Platform,Konami Digital Entertainment,0,0,0.31,0,0.31
4953,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005,Action,Konami Digital Entertainment,0,0,0.03,0,0.03
4954,Ganbaru Watashi no Kakei Diary,DS,2007,Simulation,Nintendo,0,0,0.61,0,0.61
4955,Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment,0.3,0.44,0,0.22,0.96
4956,Gardening Guide: How to get Green Fingers,DS,2009,Educational,Mindscape,0,0.01,0,0,0.01
4957,Gardening Mama,DS,2009,Puzzle,505 Games,0.8,0.43,0.01,0.13,1.38
4958,Garfield Gets Real,DS,2009,Action,Zushi Games,0,0.02,0,0,0.02
4959,Garfield: A Tale of Two Kitties,DS,2006,Platform,Game Factory,0.03,0,0,0,0.03
4960,Garfield: Lasagna World Tour,PS2,2007,Action,Blast! Entertainment Ltd,0.08,0.06,0,0.02,0.17
4961,Garfield: The Search for Pooky,GBA,2003,Platform,Game Factory,0.03,0.01,0,0,0.04
4962,Garfield's Fun Fest,DS,2008,Platform,Zoo Digital Publishing,0.07,0.04,0,0.01,0.13
4963,Garfield's Nightmare,DS,2007,Platform,Game Factory,0.01,0,0,0,0.02
4964,Garou Densetsu 3: Road to the Final Victory,SAT,1996,Fighting,SNK,0,0,0.05,0,0.05
4965,Gauntlet,2600,1982,Action,Answer Software,0.46,0.03,0,0.01,0.5
4966,Gauntlet / Rampart,GBA,2005,Compilation,Zoo Digital Publishing,0.02,0.01,0,0,0.03
4967,Gauntlet Legends,PS,2000,Action,Midway Games,0.26,0.18,0,0.03,0.47
4968,Gauntlet Legends,N64,1999,Action,Midway Games,0.43,0.1,0,0.01,0.54
4969,Gauntlet: Dark Legacy,GC,2002,Action,Midway Games,0.14,0.04,0,0,0.18
4970,Gauntlet: Dark Legacy,XB,2002,Action,Midway Games,0.13,0.04,0,0.01,0.17
4971,Gauntlet: Dark Legacy,PS2,2001,Action,Midway Games,0.56,0.44,0,0.15,1.15
4972,Gauntlet: Seven Sorrows,PS2,2005,Role-Playing,Midway Games,0.2,0.15,0,0.05,0.4
